,likes,Checkins,Returns,Category,commBase,comm24,comm48,diff2448,baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output,baseTime_l
10466,138542,0,1687.0,18.0,39.0,39,0.0,39,"(-1.0, 7.0]",159,31.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,22,"(-1.0, 7.0]"
22659,3032492,4584,114769.0,9.0,9.0,1,1.0,0,"(65.0, 72.0]",488,25.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
7787,244175,0,15135.0,18.0,70.0,37,33.0,4,"(28.0, 35.0]",72,30.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(28.0, 35.0]"
6232,996915,0,86122.0,24.0,113.0,16,97.0,-81,"(28.0, 35.0]",98,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,6,"(28.0, 35.0]"
8777,155266,1284,2454.0,60.0,2.0,1,0.0,1,"(57.0, 65.0]",61,88.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
39495,273093,0,17964.0,38.0,40.0,1,7.0,-6,"(49.0, 57.0]",69,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
12848,416948,0,57260.0,18.0,80.0,9,71.0,-62,"(42.0, 49.0]",143,93.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,4,"(42.0, 49.0]"
37951,287698,0,4752.0,24.0,6.0,3,3.0,0,"(21.0, 28.0]",184,2.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
5355,2411555,0,61797.0,9.0,34.0,11,23.0,-12,"(28.0, 35.0]",97,128.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,4,"(28.0, 35.0]"
36678,640987,0,84288.0,1.0,14.0,14,0.0,14,"(7.0, 14.0]",58,140.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,1,"(7.0, 14.0]"
40434,1433518,25951,101466.0,9.0,250.0,250,0.0,250,"(14.0, 21.0]",164,88.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,8,"(14.0, 21.0]"
7455,15064,0,0.0,5.0,0.0,0,0.0,0,"(14.0, 21.0]",5,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(14.0, 21.0]"
28701,8471,1476,5.0,30.0,0.0,0,0.0,0,"(35.0, 42.0]",6,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
11164,175201,0,54849.0,36.0,245.0,149,96.0,53,"(21.0, 28.0]",145,410.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,38,"(21.0, 28.0]"
27416,1975842,35,140870.0,9.0,234.0,3,44.0,-41,"(57.0, 65.0]",162,79.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
39915,2156275,114,47233.0,9.0,19.0,0,2.0,-2,"(57.0, 65.0]",258,19.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(57.0, 65.0]"
17768,1591530,0,40480.0,14.0,0.0,0,0.0,0,"(14.0, 21.0]",51,1.0,18,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(14.0, 21.0]"
9420,867486,0,21963.0,4.0,38.0,1,6.0,-5,"(57.0, 65.0]",63,89.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(57.0, 65.0]"
33848,155048,0,34292.0,18.0,63.0,63,0.0,63,"(14.0, 21.0]",18,47.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,14,"(14.0, 21.0]"
23344,1204214,0,6418.0,1.0,2.0,0,1.0,-1,"(57.0, 65.0]",30,30.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
7337,441897,0,16175.0,18.0,90.0,21,69.0,-48,"(28.0, 35.0]",142,86.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(28.0, 35.0]"
2422,3544586,122388,227617.0,9.0,100.0,100,0.0,100,"(7.0, 14.0]",197,388.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,27,"(7.0, 14.0]"
6331,55975,53564,774.0,50.0,16.0,16,0.0,16,"(7.0, 14.0]",106,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,4,"(7.0, 14.0]"
3073,5970921,53096,234501.0,9.0,1147.0,10,82.0,-72,"(57.0, 65.0]",48,42.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(57.0, 65.0]"
9708,456478,0,3946.0,24.0,179.0,4,46.0,-42,"(49.0, 57.0]",307,95.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(49.0, 57.0]"
6693,285320,0,5510.0,24.0,17.0,17,0.0,17,"(7.0, 14.0]",38,15.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,7,"(7.0, 14.0]"
22691,3032492,4584,114769.0,9.0,8.0,1,7.0,-6,"(42.0, 49.0]",152,41.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
10341,94905,0,5573.0,18.0,33.0,33,0.0,33,"(7.0, 14.0]",78,3.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,3,"(7.0, 14.0]"
10446,7373665,1,37465.0,14.0,88.0,88,0.0,88,"(-1.0, 7.0]",48,4164.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,261,"(-1.0, 7.0]"
16187,3150,0,5.0,80.0,5.0,0,5.0,-5,"(42.0, 49.0]",80,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(42.0, 49.0]"
14232,25723,0,3586.0,2.0,8.0,0,8.0,-8,"(42.0, 49.0]",107,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(42.0, 49.0]"
36299,296,165,1.0,56.0,0.0,0,0.0,0,"(21.0, 28.0]",26,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
35688,6991,0,550.0,80.0,3.0,1,0.0,1,"(49.0, 57.0]",172,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(49.0, 57.0]"
38215,54305,0,4830.0,67.0,0.0,0,0.0,0,"(35.0, 42.0]",151,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
13207,1613,0,8.0,23.0,0.0,0,0.0,0,"(57.0, 65.0]",101,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
39328,3337470,27805,11736.0,40.0,0.0,0,0.0,0,"(28.0, 35.0]",163,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(28.0, 35.0]"
24707,68306,0,3811.0,2.0,112.0,15,47.0,-32,"(49.0, 57.0]",76,3.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,3,"(49.0, 57.0]"
19791,1457476,0,3961.0,10.0,0.0,0,0.0,0,"(42.0, 49.0]",65,3.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
32414,98168,0,1843.0,36.0,77.0,20,57.0,-37,"(42.0, 49.0]",1049,229.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,4,"(42.0, 49.0]"
10780,441554,0,60660.0,4.0,166.0,10,156.0,-146,"(42.0, 49.0]",95,125.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2,"(42.0, 49.0]"
37575,608825,150,11239.0,44.0,13.0,13,0.0,13,"(21.0, 28.0]",22,30.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(21.0, 28.0]"
32261,98168,0,1843.0,36.0,15.0,15,0.0,15,"(14.0, 21.0]",106,16.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,1,"(14.0, 21.0]"
11604,368445,0,30549.0,9.0,20.0,2,6.0,-4,"(57.0, 65.0]",150,14.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
30933,518876,0,51411.0,24.0,29.0,4,25.0,-21,"(28.0, 35.0]",112,5.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
34237,43776,0,42.0,36.0,7.0,1,6.0,-5,"(28.0, 35.0]",63,16.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
405,1552629,0,64641.0,9.0,407.0,86,321.0,-235,"(28.0, 35.0]",827,285.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,7,"(28.0, 35.0]"
18586,656085,0,62122.0,39.0,0.0,0,0.0,0,"(28.0, 35.0]",147,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(28.0, 35.0]"
10714,441554,0,60660.0,4.0,58.0,1,8.0,-7,"(57.0, 65.0]",141,11.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
29814,865437,0,23219.0,24.0,45.0,4,18.0,-14,"(49.0, 57.0]",129,6.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(49.0, 57.0]"
30985,27147,0,2260.0,28.0,1.0,1,0.0,1,"(14.0, 21.0]",153,19.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
36041,668834,4,42523.0,9.0,12.0,12,0.0,12,"(14.0, 21.0]",116,78.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,3,"(14.0, 21.0]"
36034,668834,4,42523.0,9.0,50.0,2,48.0,-46,"(35.0, 42.0]",114,452.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
17562,595191,99,1561.0,16.0,16.0,0,0.0,0,"(65.0, 72.0]",401,61.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
29335,572325,0,27248.0,24.0,69.0,22,47.0,-25,"(21.0, 28.0]",104,53.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(21.0, 28.0]"
10143,4233,0,1005.0,18.0,0.0,0,0.0,0,"(57.0, 65.0]",14,2.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
21796,1490561,0,150433.0,38.0,66.0,66,0.0,66,"(21.0, 28.0]",19,193.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(21.0, 28.0]"
38311,206412,0,1464.0,18.0,4.0,0,2.0,-2,"(57.0, 65.0]",37,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
36382,297702,148,488.0,55.0,0.0,0,0.0,0,"(28.0, 35.0]",21,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(28.0, 35.0]"
14245,25723,0,3586.0,2.0,5.0,5,0.0,5,"(-1.0, 7.0]",77,4.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,11,"(-1.0, 7.0]"
26166,343688,0,13610.0,24.0,97.0,1,34.0,-33,"(57.0, 65.0]",34,107.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
15050,96918,100,4495.0,8.0,12.0,1,2.0,-1,"(57.0, 65.0]",204,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
21219,321135,148,1651.0,16.0,2.0,0,1.0,-1,"(49.0, 57.0]",21,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(49.0, 57.0]"
9077,1203855,88,101567.0,9.0,58.0,7,51.0,-44,"(35.0, 42.0]",55,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
30162,1959278,0,12641.0,18.0,58.0,18,40.0,-22,"(35.0, 42.0]",78,287.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,5,"(35.0, 42.0]"
25384,367390,0,2678.0,100.0,3.0,1,2.0,-1,"(57.0, 65.0]",53,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
37583,608825,150,11239.0,44.0,16.0,16,0.0,16,"(7.0, 14.0]",29,48.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,3,"(7.0, 14.0]"
620,400487,0,57833.0,13.0,21.0,3,18.0,-15,"(42.0, 49.0]",120,24.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
36376,297702,148,488.0,55.0,1.0,1,0.0,1,"(14.0, 21.0]",53,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(14.0, 21.0]"
33453,965964,0,11631.0,9.0,89.0,89,0.0,89,"(21.0, 28.0]",197,181.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(21.0, 28.0]"
39207,2046147,0,123685.0,9.0,69.0,69,0.0,69,"(7.0, 14.0]",544,29.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,5,"(7.0, 14.0]"
33601,965964,0,11631.0,9.0,48.0,48,0.0,48,"(7.0, 14.0]",185,89.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,6,"(7.0, 14.0]"
36726,640987,0,84288.0,1.0,48.0,8,40.0,-32,"(42.0, 49.0]",147,443.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,2,"(42.0, 49.0]"
7225,441897,0,16175.0,18.0,24.0,24,0.0,24,"(-1.0, 7.0]",49,22.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,15,"(-1.0, 7.0]"
37449,300536,272,28053.0,24.0,65.0,65,0.0,65,"(14.0, 21.0]",198,97.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,5,"(14.0, 21.0]"
33548,965964,0,11631.0,9.0,9.0,9,0.0,9,"(7.0, 14.0]",294,15.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,"(7.0, 14.0]"
19423,4716837,0,490422.0,5.0,25.0,8,17.0,-9,"(21.0, 28.0]",111,189.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
17785,73349,0,1484.0,18.0,9.0,0,9.0,-9,"(42.0, 49.0]",35,7.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(42.0, 49.0]"
15679,14363,0,675.0,68.0,0.0,0,0.0,0,"(28.0, 35.0]",116,4.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
21159,220749,0,12792.0,18.0,46.0,0,1.0,-1,"(65.0, 72.0]",32,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
21803,1490561,0,150433.0,38.0,168.0,30,138.0,-108,"(35.0, 42.0]",340,568.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,10,"(35.0, 42.0]"
36155,668834,4,42523.0,9.0,59.0,59,0.0,59,"(14.0, 21.0]",118,462.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(14.0, 21.0]"
35419,22042113,0,1207173.0,9.0,32.0,1,9.0,-8,"(49.0, 57.0]",256,33.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(49.0, 57.0]"
234,798622,0,34668.0,5.0,8.0,0,0.0,0,"(57.0, 65.0]",371,20.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
37292,1548,0,581.0,16.0,0.0,0,0.0,0,"(35.0, 42.0]",44,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
13503,66311,600,442.0,75.0,2.0,0,0.0,0,"(49.0, 57.0]",9,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(49.0, 57.0]"
37247,30366,306,2.0,17.0,0.0,0,0.0,0,"(21.0, 28.0]",247,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(21.0, 28.0]"
16698,309999,28,43647.0,9.0,55.0,0,1.0,-1,"(65.0, 72.0]",227,18.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(65.0, 72.0]"
30295,24410,0,698.0,28.0,23.0,23,0.0,23,"(7.0, 14.0]",276,3.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,1,"(7.0, 14.0]"
17604,595191,99,1561.0,16.0,34.0,14,20.0,-6,"(28.0, 35.0]",11,135.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
12192,82197,0,3788.0,14.0,1.0,0,1.0,-1,"(42.0, 49.0]",348,25.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
703,530,0,0.0,16.0,2.0,2,0.0,2,"(14.0, 21.0]",25,5.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,1,"(14.0, 21.0]"
1678,115669,0,745.0,1.0,1.0,1,0.0,1,"(14.0, 21.0]",27,4.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(14.0, 21.0]"
28343,1833326,0,2081.0,14.0,127.0,10,26.0,-16,"(57.0, 65.0]",46,278.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,7,"(57.0, 65.0]"
36561,1340759,33935,49392.0,9.0,474.0,474,0.0,474,"(7.0, 14.0]",147,88.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1,"(7.0, 14.0]"
28762,653756,0,44589.0,24.0,56.0,10,46.0,-36,"(42.0, 49.0]",126,87.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,3,"(42.0, 49.0]"
5285,6141231,108622,290050.0,36.0,373.0,144,229.0,-85,"(28.0, 35.0]",116,903.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,55,"(28.0, 35.0]"
20139,115313,0,3650.0,24.0,16.0,0,16.0,-16,"(42.0, 49.0]",287,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
5483,356059,0,27989.0,8.0,30.0,1,0.0,1,"(65.0, 72.0]",31,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,"(65.0, 72.0]"
2809,413095,0,19301.0,24.0,16.0,1,15.0,-14,"(42.0, 49.0]",191,30.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
34010,149139,0,145.0,14.0,1.0,1,0.0,1,"(21.0, 28.0]",159,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,2,"(21.0, 28.0]"
725,88359,3,42.0,17.0,2.0,2,0.0,2,"(21.0, 28.0]",108,17.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(21.0, 28.0]"
24968,1045111,0,34768.0,16.0,3.0,1,2.0,-1,"(21.0, 28.0]",37,3.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(21.0, 28.0]"
12234,82197,0,3788.0,14.0,0.0,0,0.0,0,"(-1.0, 7.0]",166,3.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,27,"(-1.0, 7.0]"
33592,965964,0,11631.0,9.0,133.0,2,12.0,-10,"(57.0, 65.0]",107,490.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
12187,82197,0,3788.0,14.0,4.0,4,0.0,4,"(14.0, 21.0]",74,4.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(14.0, 21.0]"
40311,252794,0,6.0,22.0,0.0,0,0.0,0,"(42.0, 49.0]",48,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
31802,2470711,36,271475.0,9.0,112.0,112,0.0,112,"(-1.0, 7.0]",77,211.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,319,"(-1.0, 7.0]"
3772,17365,0,3447.0,36.0,0.0,0,0.0,0,"(21.0, 28.0]",96,30.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(21.0, 28.0]"
34874,70695,0,7237.0,18.0,14.0,0,14.0,-14,"(35.0, 42.0]",228,11.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,1,"(35.0, 42.0]"
2761,425753,2197,10938.0,31.0,56.0,56,0.0,56,"(7.0, 14.0]",23,394.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,10,"(7.0, 14.0]"
11713,92347,0,4867.0,24.0,11.0,1,6.0,-5,"(49.0, 57.0]",37,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
31040,27147,0,2260.0,28.0,3.0,1,2.0,-1,"(42.0, 49.0]",254,16.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
33036,20131,13,27.0,24.0,7.0,0,7.0,-7,"(28.0, 35.0]",89,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(28.0, 35.0]"
5534,356059,0,27989.0,8.0,0.0,0,0.0,0,"(-1.0, 7.0]",29,17.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,45,"(-1.0, 7.0]"
36370,297702,148,488.0,55.0,2.0,0,1.0,-1,"(65.0, 72.0]",2,11.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(65.0, 72.0]"
19889,513160,0,73487.0,42.0,183.0,27,156.0,-129,"(35.0, 42.0]",2003,288.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(35.0, 42.0]"
31781,2470711,36,271475.0,9.0,272.0,1,10.0,-9,"(65.0, 72.0]",99,797.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
11977,4300072,0,293563.0,18.0,134.0,34,100.0,-66,"(28.0, 35.0]",112,315.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,6,"(28.0, 35.0]"
22640,3032492,4584,114769.0,9.0,6.0,6,0.0,6,"(7.0, 14.0]",36,6.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(7.0, 14.0]"
26729,879585,11,49540.0,9.0,88.0,2,16.0,-14,"(57.0, 65.0]",114,580.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
34750,35508,0,795.0,38.0,0.0,0,0.0,0,"(21.0, 28.0]",92,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(21.0, 28.0]"
16756,1057645,0,119644.0,24.0,210.0,37,173.0,-136,"(35.0, 42.0]",27,32.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,5,"(35.0, 42.0]"
19902,513160,0,73487.0,42.0,17.0,4,13.0,-9,"(42.0, 49.0]",73,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1,"(42.0, 49.0]"
5484,356059,0,27989.0,8.0,45.0,10,35.0,-25,"(21.0, 28.0]",14,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(21.0, 28.0]"
5854,2373,0,8.0,38.0,0.0,0,0.0,0,"(7.0, 14.0]",92,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(7.0, 14.0]"
7145,11670473,0,145114.0,1.0,63.0,25,38.0,-13,"(21.0, 28.0]",174,199.0,16,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,7,"(21.0, 28.0]"
40045,2156275,114,47233.0,9.0,92.0,2,90.0,-88,"(42.0, 49.0]",74,90.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
22517,32319,666,406.0,32.0,8.0,2,4.0,-2,"(57.0, 65.0]",172,93.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
21591,37149,0,24.0,90.0,7.0,7,0.0,7,"(7.0, 14.0]",243,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1,"(7.0, 14.0]"
18679,656085,0,62122.0,39.0,10.0,10,0.0,10,"(14.0, 21.0]",24,22.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,1,"(14.0, 21.0]"
11068,175201,0,54849.0,36.0,82.0,0,13.0,-13,"(57.0, 65.0]",38,202.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,1,"(57.0, 65.0]"
31002,27147,0,2260.0,28.0,8.0,0,5.0,-5,"(49.0, 57.0]",282,38.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(49.0, 57.0]"
10617,1060457,120918,68146.0,9.0,150.0,0,2.0,-2,"(65.0, 72.0]",57,57.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
12065,358398,0,8153.0,18.0,45.0,2,8.0,-6,"(49.0, 57.0]",35,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(49.0, 57.0]"
24413,7461335,1478,218090.0,9.0,180.0,10,170.0,-160,"(35.0, 42.0]",455,432.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(35.0, 42.0]"
3032,5970921,53096,234501.0,9.0,6.0,6,0.0,6,"(-1.0, 7.0]",586,12.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,6,"(-1.0, 7.0]"
28488,4349418,0,614043.0,9.0,71.0,71,0.0,71,"(-1.0, 7.0]",145,22.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,13,"(-1.0, 7.0]"
1683,115669,0,745.0,1.0,7.0,1,6.0,-5,"(35.0, 42.0]",39,27.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(35.0, 42.0]"
20716,57411,36082,1485.0,87.0,2.0,0,2.0,-2,"(35.0, 42.0]",127,17.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(35.0, 42.0]"
19626,6379081,0,54297.0,24.0,126.0,126,0.0,126,"(21.0, 28.0]",296,56.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,17,"(21.0, 28.0]"
